Musical Name,Theater Name,Article Title,Publication Date,Article URL,Score,Paragraph 1,Paragraph 2,Paragraph 3,Paragraph 4,Paragraph 5,Paragraph 6,Paragraph 7,Paragraph 8,Paragraph 9,Paragraph 10,Paragraph 11,Paragraph 12,Paragraph 13,Paragraph 14,Paragraph 15,Paragraph 16,Paragraph 17,Paragraph 18,Paragraph 19,Paragraph 20,Paragraph 21,Paragraph 22,Paragraph 23,Paragraph 24,Paragraph 25,Paragraph 26,Paragraph 27,Paragraph 28,Paragraph 29,Paragraph 30,Paragraph 31,Paragraph 32,Paragraph 33,Paragraph 34,Paragraph 35,Paragraph 36,Paragraph 37,Paragraph 38,Paragraph 39,Paragraph 40,Paragraph 41,Paragraph 42,Paragraph 43,Paragraph 44,Paragraph 45,Paragraph 46,Paragraph 47,Paragraph 48,Paragraph 49,Paragraph 50,Paragraph 51,Paragraph 52,Paragraph 53,Paragraph 54,Paragraph 55,Paragraph 56,Paragraph 57,Paragraph 58,Paragraph 59,Paragraph 60,Paragraph 61,Paragraph 62,Paragraph 63,Paragraph 64,Paragraph 65,Paragraph 66,Paragraph 67,Paragraph 68,Paragraph 69,Paragraph 70,Paragraph 71,Paragraph 72,Paragraph 73,Paragraph 74,Paragraph 75,Paragraph 76,Paragraph 77,Paragraph 78,Paragraph 79,Paragraph 80,Paragraph 81,Paragraph 82,Paragraph 83,Paragraph 84,Paragraph 85,Paragraph 86,Paragraph 87,Paragraph 88,Paragraph 89,Paragraph 90,Paragraph 91,Paragraph 92,Paragraph 93,Paragraph 94,Paragraph 95,Paragraph 96,Paragraph 97,Paragraph 98,Paragraph 99,Paragraph 100,Paragraph 101,Paragraph 102,Paragraph 103,Paragraph 104,Paragraph 105,Paragraph 106,Paragraph 107,Paragraph 108,Paragraph 109,Paragraph 110,Paragraph 111,Paragraph 112,Paragraph 113,Paragraph 114,Paragraph 115,Paragraph 116,Paragraph 117,Paragraph 118,Paragraph 119,Paragraph 120,Paragraph 121,Paragraph 122,Paragraph 123,Paragraph 124,Paragraph 125,Paragraph 126,Paragraph 127
프랑켄슈타인,블루스퀘어,"뮤지컬 '프랑켄슈타인' 민우혁→카이, 라이브 클립 티저 영상 공개","Thu, 11 Nov 2021 16:14:00 +0900",http://www.topdaily.kr/news/articleView.html?idxno=124071,10,알림을 설정하고 최신 콘텐츠 정보를 받아보세요,크롬 브라우저에서 알림 설정하고 최신 콘텐츠 정보를 받아보세요!,푸시 알림 구독 완료!,새로운 콘텐츠를 가장 먼저 만나보세요.,"톱데일리 서상현 기자 = 한국 창작 뮤지컬의 신화 '프랑켄슈타인'이 네 번째 시즌 개막을 앞두고, 뮤지컬 '프랑켄슈타인' 라이브 클립 티저 영상을 공개해 예비 관객들의 뜨거운 관심을 받고 있다.","11일 뮤지컬 '프랑켄슈타인' 측은 공식 SNS 채널과 유튜브를 통해 약 15초 라이브 클립 티저 영상을 공개했다. 공개된 티저 영상 속에는 각기 다른 배경에서 노래와 연기에 진지하게 임하고 있는 민우혁, 규현, 카이, 정택운, 해나, 이봄소리, 서지영, 김지우의 모습이 짧게 담겨 3주에 걸쳐 공개될 라이브 클립 본편에 대한 궁금증을 불러일으킨다.","라이브 클립 본편 공개 전 공개된 티저 영상 6편은 '프랑켄슈타인'의 넘버와 배우들에 따라 각기 다른 느낌으로 제작돼 눈과 귀를 사로잡는다. 민우혁과 카이는 가을 감성에 맞춰 '가을 남자'로 변신해 노련한 카리스마를, 새롭게 합류한 규현과 정택운은 캐릭터에 녹아 든 집중력을, 해나와 이봄소리는 약혼자 빅터를 그리워하는 깊은 감정을, 서지영과 김지우는 차분하면서도 애절한 엘렌의 감성을 각각 드러내 눈길을 끈다.","라이브 클립은 기존의 뮤지컬 뮤직비디오와 다른 느낌으로 넘버별 콘셉트에 맞게 의상, 장소, 조명 등 분위기를 다르게 연출한 색다른 느낌의 콘텐츠다. 작품의 주옥같은 넘버들을 미리 감상할 수 있는 것과 함께 시즌3에 이어 시즌4로 다시 돌아온 '빅터 프랑켄슈타인' 민우혁과 '앙리 뒤프레' 카이, 시즌4에 새롭게 합류한 '빅터' 규현, '앙리' 정택운의 매력을 다채롭게 감상할 수 있다.","더불어, 그간 어디에서도 볼 수 없었던 더블 캐스팅의 듀엣 버전도 라이브 클립을 통해 공개될 계획이다. '줄리아' 역 해나와 이봄소리의 '혼잣말'과 '엘렌' 역 서지영과 김지우가 부르는 '그날에 내가'는 라이브 클립에서만 만나볼 수 있어 관객들에게 특별한 선물이 될 전망이다.","한편, '프랑켄슈타인'의 라이브 클립 본편은 빅터 민우혁의 '후회', 앙리 카이의 '난 괴물'을 오는 15일 네이버 공연 전시 채널에 선공개, 17일 공식 SNS 채널 및 유튜브에서 공개하는 것을 시작으로, 줄리아 해나&이봄소리의 '혼잣말', 엘렌 서지영&김지우의 '그날에 내가'를 22일(네이버 공연 전시), 24일(공식 채널), 빅터 규현의 '위대한 생명창조의 역사가 시작된다'와 앙리 정택운의 '너의 꿈속에서'를 29일(네이버 공연 전시), 내달 1일(공식 채널)까지 3주간 순차적으로 공개할 예정이다.",1818년 출간된 메리 셸리의 소설을 원작으로 한 '프랑켄슈타인'은 19세기 유럽 나폴레옹 전쟁 당시 스위스 제네바 출신의 과학자 빅터 프랑켄슈타인이 전쟁에서 죽지 않는 군인에 대한 연구를 진행하던 중 신체 접합술의 귀재 앙리 뒤프레를 만나게 되면서 벌어지는 이야기를 그린다.,"2014년 초연 당시 제8회 '더 뮤지컬 어워즈'에서 '올해의 뮤지컬'과 '올해의 창작 뮤지컬'에 동시 선정되며 총 9개 부문을 수상한 '프랑켄슈타인'은 매 시즌 경이로운 객석 점유율을 기록했으며, 언론과 관객들의 호평 속 '최고의 화제작'이자 '최대 흥행작'의 자리를 굳건히 지켰다.",또한 2016년 재연에서는 개막 10주 만에 매출액 100억 원을 돌파하며 단일 시즌 최대 매출 기록을 경신했다. 이뿐 아니라 2017년 1월에는 일본의 대형 제작사 토호 프로덕션과 라이선스 계약을 맺으며 현지에서도 독보적인 흥행 기록을 올려 한국 뮤지컬의 역사를 새로이 썼다는 평을 받았다.,"라이브 클립 티저 영상 공개와 본편 공개 소식으로 기대감을 수직 상승시킨 '프랑켄슈타인' 네 번째 시즌은 민우혁, 전동석, 규현, 박은태, 카이, 정택운, 해나, 이봄소리, 서지영, 김지우, 이희정, 서현철, 김대종, 이정수 등 압도적 캐스팅과 함께 오는 24일부터 내년 2월 20일까지 블루스퀘어 신한카드홀에서 공연된다.",ⓒ 톱데일리. 무단 전재 및 재배포 금지,주요뉴스,최신기사,TOP`s Law,많이 본 뉴스,기업돋보기,"전화 : 02-568-5575
메일 : top@topdaily.co.kr",ⓒ 2023. 톱데일리,"「열린보도원칙」당 매체는 독자와 취재원 등 뉴스이용자의 권리 보장을 위해 반론이나 정정보도, 추후보도를 요청할 수 있는 창구를 열어두고 있음을 알려드립니다.",고충처리인 : 백종빈02-565-5575top@topdaily.co.kr,뉴스레터 구독 신청,톱데일리의 독자들을 위해 엄선한 주요 뉴스를 매일 전달합니다.,개인정보 수집 및 이용,뉴스레터 발송을 위한 구독자 이름과 이메일을 수집합니다.,"수집된 정보는 뉴스레터 발송 외 다른 목적으로 이용되지 않으며, 구독 해지 시 즉시 파기됩니다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프랑켄슈타인,블루스퀘어,"'프랑켄슈타인' 민우혁→규현, 감성 가득 라이브 클립","Thu, 11 Nov 2021 15:14:00 +0900",http://www.newsculture.press/news/articleView.html?idxno=500027,10,뮤지컬 '프랑켄슈타인'이 네 번째 시즌 개막을 앞두고 라이브 클립 티저 영상을 공개했다.,"11일 뮤지컬 '프랑켄슈타인' 측은 공식 SNS 채널과 유튜브를 통해 약 15초 라이브 클립 티저 영상을 공개했다. 공개된 티저 영상 속에는 각기 다른 배경에서 노래와 연기에 진지하게 임하고 있는 민우혁, 규현, 카이, 정택운, 해나, 이봄소리, 서지영, 김지우의 모습이 짧게 담겼다.
 
라이브 클립 본편 공개 전 공개된 티저 영상 6편은 '프랑켄슈타인'의 넘버와 배우들에 따라 각기 다른 느낌으로 제작됐다. 민우혁과 카이는 '가을 남자'로 변신해 노련한 카리스마를, 새롭게 합류한 규현과 정택운은 캐릭터에 녹아 든 집중력을, 해나와 이봄소리는 약혼자 빅터를 그리워하는 깊은 감정을, 서지영과 김지우는 차분하면서도 애절한 엘렌의 감성을 각각 드러내 시선을 끈다.","라이브 클립은 기존의 뮤지컬 뮤직비디오와 다른 느낌으로 넘버별 콘셉트에 맞게 의상, 장소, 조명 등 분위기를 다르게 연출했다. 작품의 넘버들을 미리 감상할 수 있는 것과 함께 시즌3에 이어 시즌4로 다시 돌아온 '빅터 프랑켄슈타인' 민우혁과 '앙리 뒤프레' 카이, 시즌4에 새롭게 합류한 '빅터' 규현, '앙리' 정택운의 매력을 다채롭게 감상할 수 있다.",더블 캐스팅의 듀엣 버전도 라이브 클립을 통해 공개될 계획이다. '줄리아' 역 해나와 이봄소리의 '혼잣말'과 '엘렌' 역 서지영과 김지우가 부르는 '그날에 내가'는 라이브 클립에서만 만나볼 수 있다. 본편은 오는 15일부터 순차적으로 공개된다.,한편 '프랑켄슈타인'은 오는 24일 블루스퀘어 신한카드홀에서 개막한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프랑켄슈타인,블루스퀘어,‘프랑켄슈타인’ 라이브 클립 티저 공개,"Thu, 11 Nov 2021 14:32:00 +0900",https://m.entertain.naver.com/article/144/0000773701,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프랑켄슈타인,블루스퀘어,뮤지컬 '프랑켄슈타인' 8인 배우의 라이브 클립 티저영상 공개,"Thu, 11 Nov 2021 13:27:00 +0900",https://n.news.naver.com/mnews/article/018/0005083577?sid=103,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프랑켄슈타인,블루스퀘어,"'프랑켄슈타인', 규현→정택운 8인 라이브클립 티저 공개","Thu, 11 Nov 2021 09:26:00 +0900",http://www.slist.kr/news/articleView.html?idxno=310040,10,뮤지컬 '프랑켄슈타인'이 네 번째 시즌 개막을 앞두고 라이브 클립 티저 영상을 공개했다.,"11일 뮤지컬 '프랑켄슈타인' 측은 공식 SNS 채널과 유튜브를 통해 약 15초 라이브 클립 티저 영상을 공개했다. 공개된 티저 영상 속에는 각기 다른 배경에서 노래와 연기에 진지하게 임하고 있는 민우혁, 규현, 카이, 정택운, 해나, 이봄소리, 서지영, 김지우의 모습이 담겼다.","티저 영상 6편은 '프랑켄슈타인'의 넘버와 배우들에 따라 각기 다른 느낌으로 제작돼 눈과 귀를 사로잡는다. 민우혁과 카이는 가을 감성에 맞춰 '가을 남자'로 변신해 노련한 카리스마를, 새롭게 합류한 규현과 정택운은 캐릭터에 녹아 든 집중력을, 해나와 이봄소리는 약혼자 빅터를 그리워하는 깊은 감정을, 서지영과 김지우는 차분하면서도 애절한 엘렌의 감성을 각각 드러내 눈길을 끈다.","라이브 클립은 기존의 뮤지컬 뮤직비디오와 다른 느낌으로 넘버별 콘셉트에 맞게 의상, 장소, 조명 등 분위기를 다르게 연출한 색다른 느낌의 콘텐츠다. 작품의 주옥같은 넘버들을 미리 감상할 수 있다.",또한 더블 캐스팅의 듀엣 버전도 라이브 클립을 통해 공개될 계획이다. 줄리아 역 해나와 이봄소리의 '혼잣말'과 엘렌 역 서지영과 김지우가 부르는 '그날에 내가'가 공개된다.,"'프랑켄슈타인' 라이브 클립 본편은 빅터 민우혁의 '후회', 앙리 카이의 '난 괴물'을 선보인다. 오는 15일 네이버 공연 전시 채널에 선공개, 17일 공식 SNS 채널 및 유튜브에서 공개된다.","이어 줄리아 해나&이봄소리의 '혼잣말', 엘렌 서지영&김지우의 '그날에 내가'를 22일(네이버 공연 전시), 24일(공식 채널), 빅터 규현의 '위대한 생명창조의 역사가 시작된다'와 앙리 정택운의 '너의 꿈속에서'를 29일(네이버 공연 전시), 내달 1일(공식 채널)까지 3주간 순차적으로 공개할 예정이다.",1818년 출간된 메리 셸리의 소설을 원작으로 한 '프랑켄슈타인'은 19세기 유럽 나폴레옹 전쟁 당시 스위스 제네바 출신의 과학자 빅터 프랑켄슈타인이 전쟁에서 죽지 않는 군인에 대한 연구를 진행하던 중 신체 접합술의 귀재 앙리 뒤프레를 만나게 되면서 벌어지는 이야기를 그린다.,"이번 시즌은 오는 24일부터 내년 2월 20일까지 블루스퀘어 신한카드홀에서 공연하며 민우혁, 전동석, 규현, 박은태, 카이, 정택운, 해나, 이봄소리, 서지영, 김지우, 이희정, 서현철, 김대종, 이정수 등이 출연한다.",사진=뉴컨텐츠컴퍼니 제공,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프랑켄슈타인,블루스퀘어,"뮤지컬 '프랑켄슈타인' 민우혁·전동석·규현·박은태·카이·정택운, 캐릭터...","Wed, 10 Nov 2021 14:24:00 +0900",http://www.topdaily.kr/news/articleView.html?idxno=123923,10,알림을 설정하고 최신 콘텐츠 정보를 받아보세요,크롬 브라우저에서 알림 설정하고 최신 콘텐츠 정보를 받아보세요!,푸시 알림 구독 완료!,새로운 콘텐츠를 가장 먼저 만나보세요.,톱데일리 서상현 기자 = 한국 창작 뮤지컬의 신화 '프랑켄슈타인'이 주·조연 배우들의 캐릭터 포스터를 공개하며 본 공연을 향한 예비 관객들의 기대감을 수직 상승시키고 있다.,"10일 뮤지컬 '프랑켄슈타인' 측은 민우혁, 전동석, 규현, 박은태, 카이, 정택운, 해나, 이봄소리, 서지영, 김지우, 이희정, 서현철, 김대종, 이정수 등 네 번째 시즌을 완성할 주·조연 배우 14인의 캐릭터 포스터를 공개했다. 캐릭터 포스터엔 캐릭터에 완벽하게 빙의된 배우들의 강렬한 아우라가 담겨 시선을 압도한다.","철학, 과학, 의학을 모두 아우르는 지식을 갖춘 천재로, 자신의 연구에 대한 강한 집념을 지닌 '빅터 프랑켄슈타인' 역의 민우혁과 전동석, 규현은 남자다우면서도 카리스마가 넘치는 한편으로 내면의 고뇌를 표현했다. 민우혁은 확신에 찬 '빅터'를, 전동석은 양가적 감정에 휩싸인 '빅터'를, 규현은 상념에 잠긴 '빅터'를 각각 더 부각해 표현해내 시선을 모은다.","강한 소신을 가진 군인으로 전장에서 '빅터'를 만난 후 그의 연구에 매료돼 조력자로 나서는 '앙리 뒤프레' 역과 '빅터'의 피조물인 '괴물' 역을 맡은 박은태, 카이, 정택운은 앙리의 모습을 담았다. 세 명의 '앙리'는 빅터의 연구에 대해 각기 다른 면모를 표현했다. 박은태는 그의 연구에 공감하며 확신에 찬 '앙리'를, 안경을 쓴 카이는 고뇌하는 '앙리'를, 정택운은 윤리적 측면에 의구심을 갖는 '앙리'를 담아냈다.","'빅터'의 약혼자이자 그를 이해하고 포용해주는 사랑스러운 '줄리아' 역의 해나와 이봄소리는 고급스러운 미색 드레스로 순수함과 청초함을 동시에 나타내 시선을 강탈한다. 해나는 손끝을 향해 시선을 떨궜지만 꼿꼿하게 편 자세로 우아한 아름다움을, 이봄소리는 당당하게 정면을 응시하며빅터에 대한 굳건한 사랑을 지닌 '줄리아'의 내면을 표출했다.",'빅터'를 이해하는 단 한 명의 사람이자 가문의 비밀과 아픔을 간직한 '엘렌' 역의 서지영과 김지우는 자줏빛 의상을 착용하고 애절한 눈빛과 표정으로 동생인 '빅터'에 대한 걱정과 그들이 겪어야 했던 아픈 과거를 사진 한 장에 담아냈다.,"극 중 배경이 되는 제네바의 시장이자 '줄리아'의 아버지 '슈테판' 역의 이희정과 서현철은 근엄 그 자체의 캐릭터로 시선을 강탈하며, '빅터'의 충직한 집사인 '룽게' 역의 김대종과 이정수는 충직하면서도 정이 많은 캐릭터에 200% 빙의된 모습으로 푸근함을 안겨 기대감을 솟구치게 한다.",1818년 출간된 메리 셸리의 소설을 원작으로 한 '프랑켄슈타인'은 19세기 유럽 나폴레옹 전쟁 당시 스위스 제네바 출신의 과학자 빅터 프랑켄슈타인이 전쟁에서 죽지 않는 군인에 대한 연구를 진행하던 중 신체 접합술의 귀재 앙리 뒤프레를 만나게 되면서 벌어지는 이야기를 그린다.,"2014년 초연 당시 제8회 '더 뮤지컬 어워즈'에서 '올해의 뮤지컬'과 '올해의 창작 뮤지컬'에 동시 선정되며 총 9개 부문을 수상한 '프랑켄슈타인'은 매 시즌 경이로운 객석 점유율을 기록했으며, 언론과 관객들의 호평 속 '최고의 화제작'이자 '최대 흥행작'의 자리를 굳건히 지켰다.",또한 2016년 재연에서는 개막 10주 만에 매출액 100억 원을 돌파하며 단일 시즌 최대 매출 기록을 경신했다. 이뿐 아니라 2017년 1월에는 일본의 대형 제작사 토호 프로덕션과 라이선스 계약을 맺으며 현지에서도 독보적인 흥행 기록을 올려 한국 뮤지컬의 역사를 새로이 썼다는 평을 받았다.,"배우들의 캐릭터 포스터 공개로 기대감을 끌어올린 '프랑켄슈타인' 네 번째 시즌은 민우혁, 전동석, 슈퍼주니어 규현, 박은태, 카이, 정택운, 해나, 이봄소리, 서지영, 김지우, 이희정, 서현철, 김대종, 이정수 등 압도적 캐스팅과 함께 오는 24일부터 내년 2월 20일까지 블루스퀘어 신한카드홀에서 공연된다.",ⓒ 톱데일리. 무단 전재 및 재배포 금지,주요뉴스,최신기사,TOP`s Law,많이 본 뉴스,기업돋보기,"전화 : 02-568-5575
메일 : top@topdaily.co.kr",ⓒ 2023. 톱데일리,"「열린보도원칙」당 매체는 독자와 취재원 등 뉴스이용자의 권리 보장을 위해 반론이나 정정보도, 추후보도를 요청할 수 있는 창구를 열어두고 있음을 알려드립니다.",고충처리인 : 백종빈02-565-5575top@topdaily.co.kr,뉴스레터 구독 신청,톱데일리의 독자들을 위해 엄선한 주요 뉴스를 매일 전달합니다.,개인정보 수집 및 이용,뉴스레터 발송을 위한 구독자 이름과 이메일을 수집합니다.,"수집된 정보는 뉴스레터 발송 외 다른 목적으로 이용되지 않으며, 구독 해지 시 즉시 파기됩니다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프랑켄슈타인,블루스퀘어,뮤지컬 '프랑켄슈타인' 기대감 높이는 캐릭터 포스터,"Wed, 10 Nov 2021 13:56:00 +0900",http://www.newsculture.press/view.htm?idxno=2021111013553909872,10,[뉴스컬처 이솔희 기자] 뮤지컬 '프랑켄슈타인'이 캐릭터 포스터를 공개하며 본 공연을 향한 기대감을 높였다.,"10일 뮤지컬 '프랑켄슈타인' 측은 민우혁, 전동석, 규현, 박은태, 카이, 정택운, 해나, 이봄소리, 서지영, 김지우, 이희정, 서현철, 김대종, 이정수 등 네 번째 시즌을 완성할 주·조연 배우 14인의 캐릭터 포스터를 공개했다.","철학, 과학, 의학을 모두 아우르는 지식을 갖춘 천재로, 자신의 연구에 대한 강한 집념을 지닌 '빅터 프랑켄슈타인' 역의 민우혁과 전동석, 규현은 카리스마한편으로 내면의 고뇌를 표현했다. 민우혁은 확신에 찬 '빅터'를, 전동석은 양가적 감정에 휩싸인 '빅터'를, 규현은 상념에 잠긴 '빅터'를 각각 더 부각해 표현해냈다.","강한 소신을 가진 군인으로 전장에서 '빅터'를 만난 후 그의 연구에 매료돼 조력자로 나서는 '앙리 뒤프레' 역과 '빅터'의 피조물인 '괴물' 역을 맡은 박은태, 카이, 정택운은 앙리의 모습을 담았다. 세 명의 '앙리'는 빅터의 연구에 대해 각기 다른 면모를 표현했다. 박은태는 그의 연구에 공감하며 확신에 찬 모습을, 안경을 쓴 카이는 고뇌하는 '앙리'를, 정택운은 윤리적 측면에 의구심을 갖는 모습을 담아냈다.","'빅터'의 약혼자이자 그를 이해하고 포용해주는 '줄리아' 역의 해나와 이봄소리는 고급스러운 미색 드레스를 입은 모습이다. 해나는 손끝을 향해 시선을 떨궜지만 꼿꼿하게 편 자세로 우아한 아름다움을, 이봄소리는 당당하게 정면을 응시하며 빅터에 대한 굳건한 사랑을 표현했다.",'빅터'를 이해하는 단 한 명의 사람이자 가문의 비밀과 아픔을 간직한 '엘렌' 역의 서지영과 김지우는 자줏빛 의상을 착용하고 애절한 눈빛과 표정으로 동생인 '빅터'에 대한 걱정과 그들이 겪어야 했던 아픈 과거를 사진 한 장에 담아냈다.,"극 중 배경이 되는 제네바의 시장이자 '줄리아'의 아버지 '슈테판' 역의 이희정과 서현철은 근엄 그 자체의 캐릭터로 시선을 강탈하며, '빅터'의 충직한 집사인 '룽게' 역의 김대종과 이정수는 충직하면서도 정이 많은 캐릭터에 200% 빙의된 모습으로 푸근함을 안긴다.","'프랑켄슈타인'은 1818년 출간된 메리 셸리의 소설을 원작으로, 19세기 유럽 나폴레옹 전쟁 당시 스위스 제네바 출신의 과학자 빅터 프랑켄슈타인이 전쟁에서 죽지 않는 군인에 대한 연구를 진행하던 중 신체 접합술의 귀재 앙리 뒤프레를 만나게 되면서 벌어지는 이야기를 그린다. 오는 24일부터 2022년 2월 20일까지 블루스퀘어 신한카드홀에서 공연된다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프랑켄슈타인,블루스퀘어,"민우혁→규현, '프랑켄슈타인' 캐릭터 포스터 공개..싱크로율 200%","Wed, 10 Nov 2021 11:56:00 +0900",https://m.entertain.naver.com/article/112/0003496692,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프랑켄슈타인,블루스퀘어,"뮤지컬 '프랑켄슈타인', 캐릭터 포스터 공개","Wed, 10 Nov 2021 11:44:00 +0900",http://tvdaily.co.kr/read.php3?aid=16365084001612006002,10,[TDÆ÷Åä+] '½Ã°£ÀÇ Áö¹èÀÚ' ¹Úº¸¡¦,[TDÆ÷Åä+] ¼ºÈ­ºÀ¼Û ¶°³ª´Â Áø '¡¦,"¸íÄª  : (ÁÖ)Æ¼ºêÀÌµ¥ÀÏ¸®µî·Ï¹øÈ£ : ¼­¿ï ¾Æ 00742µî·Ï¿¬¿ùÀÏ : 2009.1.21Á¦È£ : Æ¼ºêÀÌµ¥ÀÏ¸®¹ßÇà/ÆíÁýÀÎ : ±è¹ü¿­ 
			¹ßÇà¼Ò : (07803) ¼­¿ïÆ¯º°½Ã °­¼­±¸ ¸¶°îÁß¾Ó6·Î 66, Bµ¿ 1204È£¹ßÇà¿¬¿ùÀÏ : 2009.1.28Ã»¼Ò³âº¸È£Ã¥ÀÓÀÚ : ÀÌ¼±¹Î
			TEL : 02)3443-8246~7FAX : 02)3443-8248Copyright(c) TV Daily. All rights reserved.","¹ßÇà¼Ò : (07803) ¼­¿ïÆ¯º°½Ã °­¼­±¸ ¸¶°îÁß¾Ó6·Î 66, Bµ¿ 1204È£¹ßÇà¿¬¿ùÀÏ : 2009.1.28Ã»¼Ò³âº¸È£Ã¥ÀÓÀÚ : ÀÌ¼±¹Î
			TEL : 02)3443-8246~7FAX : 02)3443-8248Copyright(c) TV Daily. All rights reserved.",TEL : 02)3443-8246~7FAX : 02)3443-8248Copyright(c) TV Daily. All rights reserved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프랑켄슈타인,블루스퀘어,"'프랑켄슈타인', 전동석→규현 14인 캐릭터 포스터 공개...개막 기대감 UP","Wed, 10 Nov 2021 10:04:00 +0900",http://www.slist.kr/news/articleView.html?idxno=309718,10,뮤지컬 '프랑켄슈타인'이 주·조연 배우들의 캐릭터 포스터를 공개하며 개막 기대감을 높였다.,"10일 뮤지컬 '프랑켄슈타인' 측은 민우혁, 전동석, 규현, 박은태, 카이, 정택운, 해나, 이봄소리, 서지영, 김지우, 이희정, 서현철, 김대종, 이정수 등 네 번째 시즌을 완성할 주·조연 배우 14인의 캐릭터 포스터를 공개했다.","철학, 과학, 의학을 모두 아우르는 지식을 갖춘 천재로, 자신의 연구에 대한 강한 집념을 지닌 빅터 프랑켄슈타인 역의 민우혁과 전동석, 규현은 남자다우면서도 카리스마가 넘치는 한편으로 내면의 고뇌를 표현했다.","강한 소신을 가진 군인이자 빅터의 연구에 매료돼 조력자로 나서는 앙리 뒤프레 역과 빅터의 피조물인 괴물 역을 맡은 박은태, 카이, 정택운은 각기 다른 면모를 표현했다. 박은태는 확신에 찬 앙리, 안경을 쓴 카이는 고뇌하는 앙리, 정택운은 윤리적 측면에 의구심을 갖는 앙리를 담아냈다.",빅터의 약혼자이자 그를 이해하고 포용해주는 줄리아 역의 해나와 이봄소리는 고급스러운 미색 드레스로 순수함과 청초함을 동시에 나타내 시선을 강탈한다.,빅터를 이해하는 단 한 명의 사람이자 가문의 비밀과 아픔을 간직한 엘렌 역 서지영과 김지우는 자줏빛 의상을 착용하고 애절한 눈빛과 표정을 지어보였다. 동생인 빅터에 대한 걱정과 그들이 겪어야 했던 아픈 과거를 사진 한 장에 담아냈다.,극 중 배경이 되는 제네바의 시장이자 줄리아의 아버지 슈테판 역 이희정과 서현철은 근엄 그 자체의 캐릭터로 시선을 강탈한다. 빅터의 충직한 집사인 룽게 역 김대종과 이정수는 충직하면서도 정이 많은 캐릭터에 200% 빙의된 모습으로 푸근함을 안겨 기대감을 솟구치게 한다.,1818년 출간된 메리 셸리의 소설을 원작으로 한 '프랑켄슈타인'은 19세기 유럽 나폴레옹 전쟁 당시 스위스 제네바 출신의 과학자 빅터 프랑켄슈타인이 전쟁에서 죽지 않는 군인에 대한 연구를 진행하던 중 신체 접합술의 귀재 앙리 뒤프레를 만나게 되면서 벌어지는 이야기를 그린다.,2014년 초연 당시 제8회 '더 뮤지컬 어워즈'에서 '올해의 뮤지컬'과 '올해의 창작 뮤지컬'에 동시 선정되며 총 9개 부문을 수상한 작품이다.,이번 시즌은 오는 24일부터 내년 2월 20일까지 블루스퀘어 신한카드홀에서 공연된다.,사진=뉴컨텐츠컴퍼니 제공,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
